CurrencyPair,Rate
USDJPY=X,142.99000549316406
EURJPY=X,165.1020050048828
GBPJPY=X,193.8560028076172
AUDJPY=X,92.63400268554688
CADJPY=X,104.9219970703125
CHFJPY=X,177.21200561523438
