Ticker,CurrentPrice
GIVN.SW,4171.0
MSFT,478.8699951171875
GLDM,67.0999984741211
V,371.3999938964844
CAT,360.9599914550781
GEBN.SW,647.0
NKE,62.79999923706055
UL,63.650001525878906
SPGI,505.8699951171875
TSLA,319.1099853515625
JNJ,156.66000366210938
EPI,46.900001525878906
ZTS,168.82000732421875
ASML,786.2100219726562
ADBE,413.67999267578125
MSTR,379.760009765625
NVO,81.05000305175781
MC.PA,468.8500061035156
IONQ,38.709999084472656
7974.T,11865.0
