CurrencyPair,Rate
USDJPY=X,142.96400451660156
EURJPY=X,165.052001953125
GBPJPY=X,193.9219970703125
AUDJPY=X,92.54499816894531
CADJPY=X,104.88800048828125
CHFJPY=X,177.072998046875
