Date,Open,High,Low,Close,Volume
2020-06-15,176.8434521319893,182.82191188812118,176.29733629086138,181.0207061767578,32770200.0
2020-06-16,184.80514392400622,187.3823967101177,183.43508843593403,185.45664978027344,42556700.0
2020-06-17,186.855422406783,188.09136094484612,185.571591286918,186.09854125976562,25687800.0
2020-06-18,185.86863420474447,188.25427296854198,185.86863420474447,188.09140014648438,23061600.0
2020-06-19,190.26621473390784,190.9368717263211,186.22309235492597,186.97039794921875,44441100.0
2020-06-22,187.58360563324936,192.34529305829906,187.04707994353592,192.16326904296875,32818900.0
2020-06-23,193.61950037935048,195.4015400419146,192.98716042377694,193.44705200195312,30917400.0
2020-06-24,193.15004889222263,194.73088417064113,188.32128962934328,189.54763793945312,36740600.0
2020-06-25,189.50934003249893,192.2015583065436,187.27699876624453,191.94287109375,27803900.0
2020-06-26,191.35843741947582,191.51173462779505,186.71173091870725,188.1009521484375,54675800.0
2020-06-29,187.57401661320998,190.20875228029834,185.43748960200932,190.12252807617188,26701600.0
2020-06-30,189.5859985624905,195.83270665462686,189.45186715239498,194.98001098632812,34310300.0
2020-07-01,194.6255362924149,197.70099794480126,193.31296350910418,196.12014770507812,32061200.0
2020-07-02,197.05905464785508,199.3009862383214,196.40756340598136,197.61474609375,29315800.0
2020-07-06,200.0770216548245,202.28062150330317,199.3680330335427,201.86863708496094,31897600.0
2020-07-07,201.62914808225983,205.67227121542732,199.27226526653317,199.5213623046875,33600700.0
2020-07-08,201.26506682461263,204.32134787899562,199.94290390142638,203.9093780517578,33600000.0
2020-07-09,207.2626454654392,207.31055266601678,202.6063491822645,205.33689880371094,33121700.0
2020-07-10,204.6662498986094,205.1069757258136,202.23271880356717,204.7141571044922,26177600.0
2020-07-13,205.49021185970298,206.75489197026513,197.84469225248222,198.39080810546875,38135600.0
2020-07-14,197.49020560640852,200.09619982171807,193.56204847648868,199.61715698242188,37591800.0
2020-07-15,200.77640828518986,202.47222382543762,196.4362818534303,199.3201141357422,32179400.0
2020-07-16,196.79078061823034,197.07820922824786,193.8302995592707,195.37281799316406,29940700.0
2020-07-17,195.89978710275213,196.44588835771034,192.94888134945083,194.37643432617188,31635300.0
2020-07-20,196.40755546562454,203.40158353531893,194.50095978623176,202.73092651367188,36884800.0
2020-07-21,204.70460118533163,204.97286402098612,199.3105738313389,200.00039672851562,37990400.0
2020-07-22,200.4315275640437,203.40159911208116,199.65548047819092,202.87464904785156,49605700.0
2020-07-23,198.50571935188776,202.07937385427624,193.67696067646708,194.0506134033203,67457000.0
2020-07-24,192.01948996353633,194.35722087157507,189.23145771079058,192.86260986328125,39827000.0
