Date,Open,High,Low,Close,Volume
2020-06-15,107.00736777566583,112.30761851420003,106.55589800160972,111.61235809326172,4093100.0
2020-06-16,118.61916710079493,119.58531905564091,114.1225318924336,117.4814682006836,6892400.0
2020-06-17,117.52660831225539,117.80651735206443,115.35955214027638,115.78392791748047,3228100.0
2020-06-18,114.79974984767009,116.46115554473249,114.40245418581472,115.20606994628906,2467700.0
2020-06-19,117.38212821800363,117.38212821800363,113.5265798068739,115.08866119384766,6488000.0
2020-06-22,114.09544002916026,114.20379525320149,112.50626452096525,113.58076477050781,2806300.0
2020-06-23,115.0254825566545,115.188011970756,113.6168988936968,113.99613189697266,2357100.0
2020-06-24,112.67781927044928,112.72296211141466,110.00511921889087,110.2127914428711,3766500.0
2020-06-25,109.80648702372477,112.71395368339864,109.07510814073345,112.60559844970703,2903400.0
2020-06-26,112.26247766396936,112.36180156713633,109.66200731033584,110.51077270507812,3645800.0
2020-06-29,111.71168139641789,113.80650086126461,111.31438579293388,113.09317779541016,2798700.0
2020-06-30,111.97353009263094,114.72749145320901,111.97353009263094,114.22184753417969,2778800.0
2020-07-01,116.82233594366791,116.84038481661759,113.66204029012488,113.82456970214844,2807800.0
2020-07-02,115.80200507260349,117.68914555230823,114.84489128970118,115.32344818115234,2527500.0
2020-07-06,117.49953855129682,117.83362180576927,115.7297708129168,116.86746978759766,2491900.0
2020-07-07,115.34151587921158,116.25348690929022,114.49275724175135,114.85392761230469,2018100.0
2020-07-08,116.77715859794397,116.77715859794397,114.19475126680106,115.69363403320312,2279500.0
2020-07-09,115.16090676035398,115.89229245315403,112.97579478376932,113.5265884399414,2663500.0
2020-07-10,113.74329834716389,115.78393680840846,113.60785603434941,115.58528900146484,2691400.0
2020-07-13,116.85846159959803,119.26930909543395,116.34379310297867,117.8968505859375,3708400.0
2020-07-14,117.67108683477977,123.98262536774719,116.6868722703598,123.59436798095703,6540800.0
2020-07-15,126.56500494270924,126.56500494270924,123.80201278185253,124.9306869506836,4915200.0
2020-07-16,124.8765763677592,127.30548662004611,124.24452126699647,125.11133575439453,3621500.0
2020-07-17,125.42060476053936,125.93003563709487,124.20160746578861,124.53819274902344,2458200.0
2020-07-20,123.50112109533005,124.58366854352144,122.13656828788524,122.4731674194336,2478000.0
2020-07-21,122.60053249866526,124.79290359160774,122.29122329418993,123.6011962890625,3221100.0
2020-07-22,123.03721165170882,125.42062676268732,122.982631745496,124.61099243164062,2156800.0
2020-07-23,124.53815819653816,125.10218269419629,123.45562482467628,124.2652587890625,1613700.0
2020-07-24,124.81110051587325,126.16656137238229,124.49271317277963,125.15679168701172,2036300.0
2020-07-27,124.76563576997768,127.66758765056055,124.68376591351696,127.25822448730469,2506900.0
2020-07-28,126.39398655579232,127.34917634473297,125.46608671388289,125.56615447998047,2029900.0
2020-07-29,126.06652247067655,128.34077778899382,125.3569559218378,127.84043884277344,2338300.0
2020-07-30,126.52132679555517,126.53952471804594,123.69215366946734,124.3835220336914,3063500.0
2020-07-31,120.47183330841713,122.94622394333531,118.45230756997277,120.88121032714844,6780900.0
2020-08-03,120.35357258949281,120.99036118797629,119.26193300909964,119.88052368164062,2851100.0
2020-08-04,119.50754120016991,120.48092895335881,118.87075260885251,119.64400482177734,2301800.0
2020-08-05,120.79023626504383,123.66489805487441,120.63558858331234,122.78248596191406,2767800.0
2020-08-06,122.37307217721153,123.00076854862732,121.62711014713891,122.25480651855469,2446400.0
2020-08-07,121.90004497791648,122.9098145624491,120.55369015885577,122.73696899414062,2223700.0
2020-08-10,123.47385851971595,129.32325006900558,123.4283706398615,129.19589233398438,5181600.0
2020-08-11,131.01528148785985,132.99842511781438,129.44148708689545,129.65982055664062,4206000.0
2020-08-12,130.95157660525626,131.15171211978853,128.56816223521542,129.69619750976562,2541200.0
2020-08-13,128.81380348097267,129.85086316329534,127.14904722338485,127.9677734375,2939900.0
2020-08-14,126.85794250520175,128.16791562041857,126.23935180132219,127.3218994140625,2038500.0
2020-08-17,127.49473011594071,127.90410712188411,125.8117897396494,126.19386291503906,2284000.0
2020-08-18,126.40305592907298,127.45831329503146,125.61161984507771,125.87542724609375,1563200.0
2020-08-19,125.99370561151292,127.2854805665092,125.04762179973697,125.55705261230469,1849500.0
2020-08-20,123.7376541795828,125.5206620993414,123.40105504337241,125.06581115722656,2279700.0
2020-08-21,124.44722612395721,126.44856758289217,124.44722612395721,125.9300308227539,2524600.0
2020-08-24,127.13994007638401,129.40510293867405,126.52134941060532,128.88656616210938,2921700.0
2020-08-25,129.7871543110077,131.84307538457082,127.84948503255558,128.40440368652344,2467500.0
2020-08-26,127.7948921361413,129.5779135925953,127.18539365709918,129.0229949951172,2379900.0
2020-08-27,129.29594390845418,131.3063774650388,128.52269169072142,130.42396545410156,3010300.0
2020-08-28,131.25177731444919,132.68001583291237,129.8053547538915,130.6604766845703,3698700.0
2020-08-31,130.5422338541615,130.63320960434953,129.42330430779202,129.45968627929688,2886500.0
2020-09-01,128.877484919768,132.92565617693268,128.18611637413528,132.8619842529297,2673900.0
2020-09-02,133.60793599372175,136.04594471224206,133.18037491861878,135.79122924804688,4515500.0
2020-09-03,135.17261457406903,137.54693730935514,132.17970115204815,133.5078582763672,4479100.0
2020-09-04,135.27268577150005,137.16486761326794,132.8528750995415,134.7996368408203,5129400.0
2020-09-08,133.72615149042878,137.1466249259684,132.56173441105588,135.10890197753906,4775200.0
2020-09-09,136.27336648119888,141.44046733399276,135.73664561645927,138.90240478515625,5345100.0
2020-09-10,138.283795636689,139.4118311106812,135.31817212211308,136.32794189453125,4387000.0
2020-09-11,136.89193110293849,140.45796070489644,136.67361154178616,139.93943786621094,3237100.0
2020-09-14,140.09408960709536,140.82185388773763,138.46572934850064,139.64833068847656,2569300.0
2020-09-15,140.27603957054177,140.52166298660876,134.96338345122462,135.1817169189453,4092400.0
2020-09-16,136.45528768891094,138.25649359973866,134.97246912078757,137.46505737304688,3302000.0
2020-09-17,136.31883835166715,142.14092509101525,135.68203590249965,139.975830078125,4487000.0
2020-09-18,139.8029801587533,142.10453871695876,138.3292675349946,138.6294708251953,5113500.0
2020-09-21,135.14528767661312,136.0004095293882,130.87878431390357,132.2069549560547,4278200.0
2020-09-22,131.91584863129853,134.18101103506547,131.45190572587768,133.86260986328125,2579500.0
2020-09-23,134.16284118516162,135.4637222061627,130.6332070191177,131.3427734375,2420100.0
2020-09-24,131.01528736067436,134.12646656901322,129.84176399449723,132.03414916992188,2138800.0
2020-09-25,130.8970323031845,133.4532929381093,130.09649002741077,132.73463439941406,1848900.0
2020-09-28,134.6358836149445,136.7372928206853,134.09916281574527,134.3447723388672,2212700.0
2020-09-29,134.9724576046933,135.5182842612579,133.00751217914743,134.09915161132812,1605600.0
2020-09-30,134.6358705448989,137.31948816132717,134.39935306675872,135.68202209472656,3642800.0
2020-10-01,136.382522743823,136.73730597006653,132.49809130093522,133.46238708496094,2157400.0
2020-10-02,131.2427027271853,137.59241837962531,130.7696538318753,136.4007110595703,3220500.0
2020-10-05,138.42935935996587,140.50347892464615,137.92902045599658,139.6301727294922,2597700.0
2020-10-06,140.09410241202255,141.4131674832184,137.61971196024325,137.84713745117188,2559800.0
2020-10-07,139.43909494456975,141.96806491338032,139.36631713268943,140.7945556640625,2334200.0
