Date,Open,High,Low,Close,Volume
2020-06-15,88.08532741646643,92.00648491911953,87.65381336632147,91.78134155273438,8645300.0
2020-06-16,94.98019045908171,95.06461385970859,91.66878348250943,92.90704345703125,6054400.0
2020-06-17,92.86951035989655,94.03272242510458,92.76632144249616,93.0665054321289,3405500.0
2020-06-18,92.57872004663537,93.26351149889217,91.79073250786185,92.35357666015625,4392400.0
2020-06-19,93.779455697562,93.78883846119162,89.84891510009766,89.84891510009766,10304000.0
2020-06-22,90.85263825779128,93.37606440721927,90.07403363932796,93.3479232788086,6918200.0
2020-06-23,94.88638067503518,95.89012162247637,94.47362498029072,95.60869598388672,6499000.0
2020-06-24,94.68937516894682,95.54302043999789,92.01585336745657,93.88262939453125,8611600.0
2020-06-25,93.0852799158748,95.38356313672514,92.6819069700207,95.12090301513672,11531400.0
2020-06-26,92.40047618760606,92.66313629460078,87.7757617124458,87.86956787109375,24918500.0
2020-06-29,87.89768940261233,90.05526635515098,87.89768940261233,89.93331909179688,9624200.0
2020-06-30,90.05528178959679,92.21285911191953,89.71757391032975,91.97834014892578,9065500.0
2020-07-01,92.40048876689168,92.60686663818389,91.09656366040238,91.36860656738281,5733800.0
2020-07-02,92.66314878640294,93.48866027047382,91.95020900205596,92.33482360839844,5354900.0
2020-07-06,93.45113676026745,93.83574421126168,92.90705094476132,93.76069641113281,4995000.0
2020-07-07,93.07589327064487,93.38546003972846,90.91831580709108,91.05902862548828,6352900.0
2020-07-08,91.46241060316063,92.85076624137515,90.95584870098581,92.71942901611328,5634600.0
2020-07-09,92.4473815218555,92.78508941371415,90.40237580202309,90.98397827148438,6282300.0
2020-07-10,90.99334983682719,91.97833225969661,89.7926139944017,91.92204284667969,3967000.0
2020-07-13,92.16596565111456,92.81324037186606,90.29919644238201,90.48680877685547,4845600.0
2020-07-14,90.36485369787695,91.22788181330108,89.59563174161612,90.76822662353516,4850600.0
2020-07-15,92.31605624493048,92.90704150777403,91.28416699035246,92.43800354003906,5343700.0
2020-07-16,91.46239511053561,92.14719362811385,91.03088107961743,91.23725891113281,3594700.0
2020-07-17,90.9464488466701,91.20911609088246,90.09280356306935,90.31793975830078,7405700.0
2020-07-20,89.58624641532126,90.38360948082135,89.2203973951865,89.72695922851562,5822300.0
2020-07-21,90.918318140119,92.8695178076862,90.14909615768693,92.26914978027344,5855600.0
2020-07-22,92.08155339872914,92.86015112233851,91.84703437376126,92.78511047363281,4097000.0
2020-07-23,92.25976723963132,93.97644792697906,91.66878197411306,92.2128677368164,4530500.0
2020-07-24,92.06278070177983,93.20723459964017,91.65002495974439,92.33482360839844,5638400.0
2020-07-27,90.95582681903363,92.30665823318644,90.89016180067622,91.19034576416016,4273400.0
2020-07-28,90.94645512708682,91.43425860021648,90.20538146840137,90.30856323242188,3822600.0
2020-07-29,90.45865576542163,91.5093033086007,90.33670847972039,90.96521759033203,6872400.0
2020-07-30,90.49619113405745,91.20913088436653,89.86768194374834,90.82451629638672,4018400.0
2020-07-31,90.89016653314667,91.60310616739869,90.33670522916657,91.56558227539062,5509900.0
2020-08-03,91.95957931113072,93.14155694881025,91.76258423100933,92.24100494384766,5472700.0
2020-08-04,91.73446980814771,91.88455827419837,90.57125735768058,91.3029556274414,7539300.0
2020-08-05,91.10594211820083,94.98019335458135,91.06841822001665,94.68939208984375,7217500.0
2020-08-06,94.40795013631309,94.91451193893481,93.83572331244137,94.2297134399414,4060900.0
2020-08-07,94.745660510371,95.59931296614732,93.70439574804749,95.55240631103516,5545600.0
2020-08-10,96.12463819410503,100.21464967262003,96.05897316767272,98.88258361816406,12678000.0
2020-08-11,100.23340961478537,100.68368920092546,98.36664055666442,98.61054229736328,5400700.0
2020-08-12,99.17339131098089,99.33286250598937,96.97828985016693,98.70435333251953,4714800.0
2020-08-13,98.77940432057385,100.36474787230503,98.68559099628705,99.9238510131836,4281700.0
2020-08-14,99.54861527042988,100.16774163153296,98.92948175237579,99.83941650390625,2985700.0
2020-08-17,99.905091591723,99.905091591723,98.61054931943146,99.11711120605469,3017000.0
2020-08-18,99.86754948860758,100.374111282888,98.9388564442354,100.3459701538086,5023000.0
2020-08-19,101.02140448693272,102.8975564452707,100.70245493240036,101.67805480957031,9508100.0
2020-08-20,100.89944813202689,102.00637805291129,100.70245303893962,101.32158660888672,4304000.0
2020-08-21,101.31219412905752,102.97258527266978,101.07767516116617,102.95382690429688,5564000.0
2020-08-24,103.18834868740714,105.06450048172363,103.09454252908154,104.905029296875,8173100.0
2020-08-25,105.06449831583393,105.32715841651137,104.21084583168131,104.60484313964844,4380900.0
2020-08-26,104.98945284868141,105.1489240337676,104.39846760909374,104.62360382080078,4477900.0
2020-08-27,105.05513779624631,105.80560152017699,103.65740644630169,103.97634887695312,4390800.0
2020-08-28,104.36649691821587,105.92714881893357,103.95282686541579,105.56989288330078,3731100.0
2020-08-31,105.4288709017314,105.78612684601235,104.48871688464956,105.19383239746094,3519800.0
2020-09-01,105.29723627765257,108.0236840086885,105.13741183691862,107.96726989746094,4912400.0
2020-09-02,108.17411680686352,110.38348444229293,107.64763286283224,109.80998992919922,6775400.0
2020-09-03,109.80998701201536,109.90400097483685,105.29724506852764,106.09637451171875,7264400.0
2020-09-04,106.1997932623625,106.94251577109182,103.61436980416029,105.67330932617188,5157600.0
2020-09-08,104.62975380900502,107.02714253270963,103.92463821271424,105.97417449951172,5300100.0
2020-09-09,106.2561952701059,109.2552886375978,106.07757089879946,108.02368927001953,5997900.0
2020-09-10,108.9638365827473,111.15439685379144,107.17754276870785,107.9202651977539,5032800.0
2020-09-11,109.77237489232763,112.11335617000773,109.45271882621898,110.93816375732422,8565200.0
2020-09-14,111.40824447297437,112.75266492525667,111.09799194410796,112.14156341552734,4990300.0
2020-09-15,112.53643050685385,113.26975664924763,112.04755358473042,112.13216400146484,5934200.0
2020-09-16,111.22960930423879,112.52702631988159,111.08859195280394,111.49285125732422,7023700.0
2020-09-17,110.31765570854374,111.455248245031,108.86982500771552,109.39630889892578,7376400.0
2020-09-18,108.52198063706325,110.85356580183372,107.63823354813157,107.79806518554688,12876600.0
2020-09-21,106.19039596508833,107.23396752347213,105.05281043725141,106.58526611328125,8486400.0
2020-09-22,106.33140908945958,110.18603880563667,106.09637060465847,109.87579345703125,13007200.0
2020-09-23,122.4268471604064,122.57727523368655,117.76368448080149,119.50296783447266,37822700.0
2020-09-24,118.87304954458111,119.90721729678243,115.92096716710245,117.28418731689453,13485800.0
2020-09-25,116.25005041793816,117.28421844461197,114.95263323052002,116.79534149169922,9182800.0
2020-09-28,117.66968461072057,118.63804213679167,116.4756849477117,116.87995147705078,7525000.0
2020-09-29,116.89876319280123,119.49359064685763,116.54150719915853,118.7884750366211,7796400.0
